#separator:tab
#html:true
#deck column:3
#tags column:4
<b>cd02 · PaymentLedger</b><br>最值得带走的一个模式？	<b>接口先行</b>——类设计题先写&quot;方法签名 + 状态字段&quot;的空壳，再逐个填实现；实现是可以改的，接口改一次就要动所有调用方	Stripe::Loop::Onsite Coding	stripe-loop cd02 Onsite_Coding
<b>cd02 · PaymentLedger</b><br>一句话建模？	这是一个 <b>按 payment_id 索引的记录表 + 已处理事件 id 集合</b> 的幂等账本，三个 Part 只是往同一份状态上加读写规则。	Stripe::Loop::Onsite Coding	stripe-loop cd02 Onsite_Coding
<b>cd02 · PaymentLedger</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>没定接口就开始写实现</b>：一上来在 <code>add_payment</code> 里写 dict 操作，写到 Part 2 发现&quot;重复 id 到底返回什么&quot;没定，回头改签名、改测试、改调用方。先花两分钟写空壳，把返回值和异常类型和面试官对齐，再填。</li><li><b>三种失败用一个 <code>Exception</code></b>：重复、不存在、超额全抛 <code>Exception(&quot;error&quot;)</code>，调用方无法区分&quot;该重试&quot;和&quot;该报警&quot;。错误契约是这题的评估点之一，不同情况用不同形状，并且顺序固定。</li><li><b>状态越写越多、越写越散</b>：Part 2 加一个 <code>_refund_totals</code> dict，Part 3 加一个 <code>_by_ts</code> list，每个 dict 都是一份要同步的真相。回到&quot;要记住什么&quot;这个问题：一张记录表 + 一个 id 集合就够，累计值放在记录上，排序在查询时做。</li></ul>	Stripe::Loop::Onsite Coding	stripe-loop cd02 Onsite_Coding
<b>cd03 · AccountScheduler</b><br>这题考的是什么？	把&quot;沙盒账号池&quot;设计成一个类，三个方法层层递进——查询可用性、按 id 加锁、按 LRU 自动挑一个可用的	Stripe::Loop::Onsite Coding	stripe-loop cd03 Onsite_Coding
<b>cd03 · AccountScheduler</b><br>三步套路？	先把 <code>__init__</code> 的状态字段和三个方法的签名写全（一行都不填实现）→ 用两个 dict 跑通 Part 1/2 → Part 3 只加一个&quot;排序 key&quot;，不建新状态	Stripe::Loop::Onsite Coding	stripe-loop cd03 Onsite_Coding
<b>cd03 · AccountScheduler</b><br>最值得带走的一个模式？	<b>接口先行</b>——类设计题里，先把&quot;这个类有几个状态字段、每个方法收什么吐什么&quot;写成骨架并过一遍脑子里的用例，比直接下手写 <code>__init__</code> 的 body 更不容易返工	Stripe::Loop::Onsite Coding	stripe-loop cd03 Onsite_Coding
<b>cd03 · AccountScheduler</b><br>一句话建模？	这是一个 <b>围绕两个 dict 的类设计问题</b>——<code>is_available</code> 只读它们，<code>acquire</code> 只写它们，	Stripe::Loop::Onsite Coding	stripe-loop cd03 Onsite_Coding
<b>cd03 · AccountScheduler</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>没有先写接口就直接填 <code>__init__</code> 的 body</b>：容易一上来就把&quot;排序用的表&quot;和&quot;锁状态&quot;混在一个 dict 里，</li><li><b><code>acquire_any</code> 重新写一遍加锁逻辑</b>，而不是调用 <code>acquire</code> 已经验证过的写入路径：两份逻辑不同步，后面</li><li><b>把命令流解析里的判断逻辑塞进类的方法里</b>（比如在 <code>acquire</code> 里处理&quot;非法命令行&quot;的情况）：类应该只知道</li></ul>	Stripe::Loop::Onsite Coding	stripe-loop cd03 Onsite_Coding
<b>cd04 · Rate Limiter (4-part)</b><br>这题考的是什么？	把一个&quot;能跑但会炸&quot;的限流器，用四个 part 分别加固成内存有界、行为确定、并发安全的	Stripe::Loop::Onsite Coding	stripe-loop cd04 Onsite_Coding
<b>cd04 · Rate Limiter (4-part)</b><br>三步套路？	先写最朴素的&quot;扫全部历史&quot;版本证明规则本身对 → 把&quot;扫全部历史&quot;换成&quot;只留还在窗口里的&quot;	Stripe::Loop::Onsite Coding	stripe-loop cd04 Onsite_Coding
<b>cd04 · Rate Limiter (4-part)</b><br>最值得带走的一个模式？	**滑动窗口日志（deque）的内存有界性是&quot;拒绝的请求从不入账&quot; + &quot;每次调用都	Stripe::Loop::Onsite Coding	stripe-loop cd04 Onsite_Coding
<b>cd04 · Rate Limiter (4-part)</b><br>一句话建模？	这是一个**每个 key 维护一条滑动窗口日志（deque），四个 part 依次收紧&quot;这条日志该	Stripe::Loop::Onsite Coding	stripe-loop cd04 Onsite_Coding
<b>cd04 · Rate Limiter (4-part)</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>一上来就写&quot;优化版&quot;，跳过朴素版</b>：Part 2 存在的理由是&quot;先有一个明显正确但会漏内存的版本&quot;，如果</li><li><b>把&quot;未定义行为&quot;当成不用管的边角</b>：Part 3 的每一条（回拨、<code>limit=0</code>、空字符串 id、超大 <code>t</code>）都</li><li><b>加锁加在错误的粒度上</b>：只在&quot;读&quot;或只在&quot;写&quot;周围加锁，而临界区之间还留有空隙（比如判断和写回</li></ul>	Stripe::Loop::Onsite Coding	stripe-loop cd04 Onsite_Coding
<b>cd05 · Business Account Data Verification</b><br>这题考的是什么？	校验一个企业账户的资料是否齐全，但校验规则不是写死在代码里的 if，而是一份 JSON 规则列表（<code>when</code>/<code>requires</code>/<code>one_of</code>），程序要做的是&quot;解释&quot;这份规则，不是&quot;实现&quot;它	Stripe::Loop::Onsite Coding	stripe-loop cd05 Onsite_Coding
<b>cd05 · Business Account Data Verification</b><br>三步套路？	先把 <code>when</code>/<code>requires</code>/<code>one_of</code> 当成三种&quot;指令&quot;抽出来 → Part 1 只实现 <code>requires</code> 这一种指令的解释器 → Part 2 加 <code>when</code> 这个&quot;执行前守卫&quot;和 <code>one_of</code>/通配这两种新指令，解释器骨架不用重写	Stripe::Loop::Onsite Coding	stripe-loop cd05 Onsite_Coding
<b>cd05 · Business Account Data Verification</b><br>最值得带走的一个模式？	<b>规则表是数据，求值是一个函数</b>——业务方（合规团队）改规则不需要改代码、不需要重新部署，这正是 Stripe 真实 onboarding 系统的做法	Stripe::Loop::Onsite Coding	stripe-loop cd05 Onsite_Coding
<b>cd05 · Business Account Data Verification</b><br>一句话建模？	这是一个 <b>规则引擎</b> 问题——规则表是数据，<code>requires</code>/<code>one_of</code> 是解释器要执行的	Stripe::Loop::Onsite Coding	stripe-loop cd05 Onsite_Coding
<b>cd05 · Business Account Data Verification</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>一上来把 <code>requires</code>/<code>when</code>/<code>one_of</code> 用嵌套 if-else 写死在一个大函数里</b>：Part 1 能跑，但</li><li><b>通配和普通路径各写一套遍历</b>：<code>requires: [&quot;business_name&quot;]</code> 一套逻辑，`requires:</li><li><b>排序时把 <code>one_of(...)</code> 和普通路径分两组各自排序再拼接</b>：这题的示例专门构造成</li></ul>	Stripe::Loop::Onsite Coding	stripe-loop cd05 Onsite_Coding
<b>cd06 · Suspicious Users Sliding Window</b><br>这题考的是什么？	对每个用户的交易时间线，判断是否存在任意锚点交易 <code>t</code> 的 60 秒回看窗口 <code>[t-60, t]</code>	Stripe::Loop::Onsite Coding	stripe-loop cd06 Onsite_Coding
<b>cd06 · Suspicious Users Sliding Window</b><br>三步套路？	先写一个&quot;对每笔交易都数一遍窗口&quot;的暴力版本把语义钉死 → 观察&quot;窗口右端点单调前进时，	Stripe::Loop::Onsite Coding	stripe-loop cd06 Onsite_Coding
<b>cd06 · Suspicious Users Sliding Window</b><br>最值得带走的一个模式？	**任何&quot;窗口计数超阈值&quot;的滑动窗口题，暴力解和优化解本质是同一个循环，	Stripe::Loop::Onsite Coding	stripe-loop cd06 Onsite_Coding
<b>cd06 · Suspicious Users Sliding Window</b><br>一句话建模？	这是一个 **按用户分组、时间排序后，在每个用户自己的时间线上找&quot;最早满足计数阈值	Stripe::Loop::Onsite Coding	stripe-loop cd06 Onsite_Coding
<b>cd06 · Suspicious Users Sliding Window</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>没证明就直接写双指针</b>：双指针正确的前提是&quot;左指针单调不减&quot;这条性质，如果没想清楚就照着模板敲，</li><li><b>混淆&quot;first trigger&quot;和&quot;max window&quot;</b>：找到第一个满足阈值的窗口就该立刻停，很多人会顺手把扫描</li><li><b>暴力版和优化版各写一套解析</b>：Part 1 单独 split 一次逗号，Part 2 又写一次分组排序，两份实现容易</li></ul>	Stripe::Loop::Onsite Coding	stripe-loop cd06 Onsite_Coding
<b>cd07 · Transactions + Rules（AI Programming Exercise）</b><br>这题考的是什么？	把 <code>ALLOW|BLOCK if &lt;condition&gt;</code> 这种规则语言解析成可执行的判断，三个 Part 依次加	Stripe::Loop::Onsite Coding	stripe-loop cd07 Onsite_Coding
<b>cd07 · Transactions + Rules（AI Programming Exercise）</b><br>三步套路？	<b>tokenize（切词）→ parse（按优先级建树）→ eval（对着一条数据求值）</b>，三层各管各的，	Stripe::Loop::Onsite Coding	stripe-loop cd07 Onsite_Coding
<b>cd07 · Transactions + Rules（AI Programming Exercise）</b><br>最值得带走的一个模式？	递归下降解析器的优先级不是写在表里的，是<b>函数调用顺序</b>——优先级越高的	Stripe::Loop::Onsite Coding	stripe-loop cd07 Onsite_Coding
<b>cd07 · Transactions + Rules（AI Programming Exercise）</b><br>一句话建模？	这是一个 <b>&quot;文本 → 语法树 → 对每条数据求值&quot;</b> 的 mini 解释器问题，三个 Part 只是	Stripe::Loop::Onsite Coding	stripe-loop cd07 Onsite_Coding
<b>cd07 · Transactions + Rules（AI Programming Exercise）</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>一上来就想着写一个通用表达式引擎</b>：支持任意运算符、任意嵌套、可扩展插件——题面只要三层语法</li><li><b>把 tokenize 和 parse 揉在一起</b>：一边扫字符一边判断语法结构，Part 2 加运算符还能改，Part 3 加</li><li><b>优先级写成 if-else 拍平判断</b>：<code>a and b or c</code> 用字符串里找 <code>and</code>/<code>or</code> 位置来决定结合顺序，这种</li></ul>	Stripe::Loop::Onsite Coding	stripe-loop cd07 Onsite_Coding
<b>int01 · BikeMap</b><br>这题考的是什么？	把一条 GeoJSON 骑行轨迹变成一连串对&quot;面试官提供的地图渲染 HTTP 服务&quot;的调用——解析坐标、	Stripe::Loop::Integration	stripe-loop int01 Integration
<b>int01 · BikeMap</b><br>三步套路？	读 API 文档，把&quot;请求长什么样、响应长什么样、会返回哪些错误&quot;抄成一张表 → 用最小的一次	Stripe::Loop::Integration	stripe-loop int01 Integration
<b>int01 · BikeMap</b><br>最值得带走的一个模式？	把 HTTP 调用封装成唯一一个碰 <code>urllib</code> 的函数，网络错误在这一层就收敛成一个	Stripe::Loop::Integration	stripe-loop int01 Integration
<b>int01 · BikeMap</b><br>一句话建模？	这是一个 <b>外部 HTTP 服务的客户端封装</b> 问题——解析、网络 IO、纯计算、CLI 编排四层	Stripe::Loop::Integration	stripe-loop int01 Integration
<b>int01 · BikeMap</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>没跑通项目就直接写业务逻辑</b>：一上来就写 <code>render_map</code>，第一次真正发请求是在写完整个函数之后，结果</li><li><b>把 <code>urllib</code> 的异常类型直接暴露给调用方</b>：<code>render_map</code> 里裸 <code>try/except urllib.error.URLError</code></li><li><b>为了赶完成度，在 Part 1 就吞掉畸形输入</b>：<code>features</code> 为空或者坐标少于 2 个点时 <code>return []</code> 而不是</li></ul>	Stripe::Loop::Integration	stripe-loop int01 Integration
<b>int02 · Payments Reconciliation</b><br>这题考的是什么？	写一个真的会发 HTTP 请求的对账客户端——cursor pagination、429/5xx 退避重试、<code>Idempotency-Key</code>	Stripe::Loop::Integration	stripe-loop int02 Integration
<b>int02 · Payments Reconciliation</b><br>三步套路？	先把&quot;发一次请求&quot;的最小闭环跑通（起 mock server + 一次不分页的 GET）→ 再把四个边界处理模式各	Stripe::Loop::Integration	stripe-loop int02 Integration
<b>int02 · Payments Reconciliation</b><br>最值得带走的一个模式？	**把&quot;怎么发一次 HTTP 请求&quot;收敛成一个独立的薄函数，业务逻辑只调用它、不碰	Stripe::Loop::Integration	stripe-loop int02 Integration
<b>int02 · Payments Reconciliation</b><br>一句话建模？	这是一道<b>分层的 HTTP 客户端工程题</b>——一个薄的&quot;发一次请求&quot;函数在最底层，上面叠三个	Stripe::Loop::Integration	stripe-loop int02 Integration
<b>int02 · Payments Reconciliation</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>一上来就死磕 <code>with_retry</code> 的完整重试逻辑</b>：429/5xx/其他 4xx 三个分支 + 抖动 + <code>max_attempts</code>，一次</li><li><b>业务逻辑里散落 <code>urllib.request.Request(...)</code></b>：GET 分页写一份、POST 退款写一份，两份高度相似但字段</li><li><b>把&quot;能跑通 happy path&quot;当成&quot;做完了&quot;</b>：这题的分值密度在错误路径上——429 有没有真的读 <code>Retry-After</code>、</li></ul>	Stripe::Loop::Integration	stripe-loop int02 Integration
<b>int03 · Multi-JSON ETL</b><br>这题考的是什么？	把三份字段名、结构都不一样的 JSON 文件（当前系统导出 / 旧系统导出 / 订单）读进来，统一成	Stripe::Loop::Integration	stripe-loop int03 Integration
<b>int03 · Multi-JSON ETL</b><br>三步套路？	先画一张&quot;字段映射表&quot;把三份原始 schema 抽成一个统一的 <code>Customer</code> 模型 → 让 Part 1 只做&quot;读取	Stripe::Loop::Integration	stripe-loop int03 Integration
<b>int03 · Multi-JSON ETL</b><br>最值得带走的一个模式？	<b>中间模型（intermediate model）</b>——多个异构数据源汇入一处时，先定一个和任何	Stripe::Loop::Integration	stripe-loop int03 Integration
<b>int03 · Multi-JSON ETL</b><br>一句话建模？	**先定一个和任何原始 JSON 结构都无关的统一 <code>Customer</code> 模型（`{id, email, name,	Stripe::Loop::Integration	stripe-loop int03 Integration
<b>int03 · Multi-JSON ETL</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>不先定中间模型，直接在 join/报告逻辑里现拆原始 JSON</b>：一开始觉得&quot;反正就三份文件，直接</li><li><b>&quot;往返转换&quot;只测一个手工例子就当验证过了</b>：<code>to_legacy</code>/<code>from_legacy</code> 看起来对不代表真的可逆——常见</li><li><b>异常处理留到最后、时间不够就跳过</b>：三份数据字段名/类型不一致本身就是这题的题眼，&quot;防御性解析&quot;不是</li></ul>	Stripe::Loop::Integration	stripe-loop int03 Integration
<b>ps01 · Transaction Stream Levels</b><br>这题考的是什么？	把一条乱序的交易流整理成&quot;每个用户一条按时间排好的序列&quot;，然后在这个序列上依次回答四个问题（总额 / 窗口超阈值 / 某时刻的 top-K / 小大小模式）	Stripe::Loop::电面	stripe-loop ps01 电面
<b>ps01 · Transaction Stream Levels</b><br>三步套路？	读题抽出 <code>Tx(user, amount, ts)</code> 这个记录 → 先跑通 Part 1 的&quot;解析 + dict 累加 + 排序输出&quot; → 后面每个 Part 只加一个 helper，解析和分组原样复用	Stripe::Loop::电面	stripe-loop ps01 电面
<b>ps01 · Transaction Stream Levels</b><br>最值得带走的一个模式？	<b>先 group-by-user 再 sort-by-time</b>，之后所有&quot;每个用户各自看时间线&quot;的问题都变成对一个 list 的顺序扫描	Stripe::Loop::电面	stripe-loop ps01 电面
<b>ps01 · Transaction Stream Levels</b><br>一句话建模？	这是一个 <b>按用户分组、按时间排序后的顺序扫描</b> 问题，四个 Part 只是换了&quot;扫描时判断什么&quot;。	Stripe::Loop::电面	stripe-loop ps01 电面
<b>ps01 · Transaction Stream Levels</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>每个 Part 各写一套解析</b>：Part 2 里 <code>split(&quot;,&quot;)</code>、Part 3 里又 <code>split(&quot;,&quot;)</code>——第三个 Part 开始就在复制粘贴，改一处漏一处。先写好 <code>_parse_tx</code> / <code>_split_params</code>，后面只调用。</li><li><b>全局排序然后在一个大循环里同时管所有用户</b>：<code>dict[user] -&gt; deque</code> 加 <code>if user not in ...</code> 判断，逻辑正确但函数 30 行起步、不好单测。先分组，让规则函数只面对一个用户的 list。</li><li><b>Part 3 顺手按 <code>user_id</code> 排序输出</b>：前两问都按 id 排，第三问是按排名——写之前把&quot;输出顺序&quot;单独念一遍题面，再写 <code>sorted</code> 的 key。</li></ul>	Stripe::Loop::电面	stripe-loop ps01 电面
<b>ps02 · Shipping Cost Pricing</b><br>这题考的是什么？	把费率表建成一张可查的表，然后对每一笔订单独立回答&quot;多少钱，或者为什么算不出来&quot;	Stripe::Loop::电面	stripe-loop ps02 电面
<b>ps02 · Shipping Cost Pricing</b><br>三步套路？	读题分清&quot;表&quot;和&quot;查询&quot; → 先跑通 Part 1 的 dict 查表 + 整数分格式化 → Part 2 把表值换成区间列表，Part 3 只在&quot;命中的档位&quot;上加一个分支	Stripe::Loop::电面	stripe-loop ps02 电面
<b>ps02 · Shipping Cost Pricing</b><br>最值得带走的一个模式？	<b>规则里 raise 自定义异常，输出边界统一 catch 成 <code>ERROR ...</code> 字符串</b>——三种错误信息只在一个地方拼	Stripe::Loop::电面	stripe-loop ps02 电面
<b>ps02 · Shipping Cost Pricing</b><br>一句话建模？	这是一个 <b>规则表查找 + 逐条独立定价</b> 问题，三个 Part 只是把&quot;表里存的是什么&quot;从一个数字升级成一列区间。	Stripe::Loop::电面	stripe-loop ps02 电面
<b>ps02 · Shipping Cost Pricing</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>用 float 存钱</b>：<code>float(&quot;5.5&quot;) * 15</code> 然后 <code>f&quot;{x:.2f}&quot;</code>——这题恰好不会炸，但面试官一定会追问舍入；一开始就用整数分，<code>parse/fmt</code> 各一个函数，没有后患。</li><li><b>错误处理散在每个 Part 里</b>：Part 1 返回 <code>&quot;ERROR ...&quot;</code> 字符串、Part 2 返回 <code>None</code> 再判断、Part 3 又返回 tuple——</li><li><b>把 Part 3 写成一个大 if/else</b>：找档位、fixed、incremental、缺口检查全塞进一个 30 行函数。先把&quot;找档位&quot;和&quot;逐档累加&quot;拆成两个小函数，</li></ul>	Stripe::Loop::电面	stripe-loop ps02 电面
<b>ps03 · Brace Expansion</b><br>这题考的是什么？	像 shell 一样把 <code>a{b,c}d</code> 展开成 <code>abd, acd</code>——先能展开，再能识别坏输入原样返回，最后支持嵌套和多组	Stripe::Loop::电面	stripe-loop ps03 电面
<b>ps03 · Brace Expansion</b><br>三步套路？	读题确认&quot;保序、不去重&quot; → Part 1 就把模式切成&quot;字面段 / 分组段&quot;然后做笛卡尔积 → Part 2/3 只在前面加一个 yes/no 的校验函数	Stripe::Loop::电面	stripe-loop ps03 电面
<b>ps03 · Brace Expansion</b><br>最值得带走的一个模式？	<b>递归下降 + 段的笛卡尔积</b>——分组里的每个选项本身又是一个小模式，递归调用同一个 <code>_expand</code>，嵌套和多组就&quot;免费&quot;得到	Stripe::Loop::电面	stripe-loop ps03 电面
<b>ps03 · Brace Expansion</b><br>一句话建模？	这是一个 <b>把模式切成段、对段做笛卡尔积</b> 的问题；嵌套只是&quot;某个选项本身又是一个模式&quot;，递归即可。	Stripe::Loop::电面	stripe-loop ps03 电面
<b>ps03 · Brace Expansion</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>Part 1 写成&quot;找第一个 <code>{</code>、切 prefix/suffix&quot;的特化版</b>：快，但 Part 3 要推倒重来。看到&quot;后面有 follow-up&quot;就该选一个能长大的表示（段列表）。</li><li><b>把校验塞进展开函数里</b>：<code>_expand</code> 里到处 <code>if j == -1: return [pattern]</code>，两种职责纠缠，Part 2 和 Part 3 的&quot;合法&quot;定义又不同，改一处漏一处。</li><li><b>凭肌肉记忆 <code>sorted(set(...))</code></b>：LeetCode 1087 的契约和这题相反。开始前把&quot;保序、不去重&quot;复述给面试官，是最便宜的保险。</li></ul>	Stripe::Loop::电面	stripe-loop ps03 电面
<b>ps04 · Transaction Data Validation / Fraud Report</b><br>这题考的是什么？	把&quot;这笔交易有没有问题&quot;拆成四类独立规则（缺字段 / 越界 / 黑名单 / 行为异常），每类规则各自判断、互不影响，最后按优先级只保留最重要的两个	Stripe::Loop::电面	stripe-loop ps04 电面
<b>ps04 · Transaction Data Validation / Fraud Report</b><br>三步套路？	读题把&quot;一行交易&quot;抽成一个 <code>fields</code> 元组 → 先写&quot;规则 1：缺字段&quot;这一个最小闭环 → 后面每个 Part 只加一类规则判断，判定函数本身不变	Stripe::Loop::电面	stripe-loop ps04 电面
<b>ps04 · Transaction Data Validation / Fraud Report</b><br>最值得带走的一个模式？	<b>一个 <code>check_row</code> 函数、一个 <code>checks</code> 等级参数</b>——不是四个 <code>partN</code> 各写一遍规则，而是&quot;规则等级&quot;控制&quot;评估到第几类&quot;，输出格式才是四个 <code>partN</code> 的真正区别	Stripe::Loop::电面	stripe-loop ps04 电面
<b>ps04 · Transaction Data Validation / Fraud Report</b><br>一句话建模？	这是一个 <b>&quot;一行数据 × 四类独立规则，规则数由 Part 决定，用查表代替级联 if&quot;</b> 的验证	Stripe::Loop::电面	stripe-loop ps04 电面
<b>ps04 · Transaction Data Validation / Fraud Report</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>四个 <code>partN</code> 各写一份判定逻辑</b>：Part 2 复制 Part 1 的空字段检查，Part 3 又复制一遍——改一条规则要</li><li><b>Part 4 重新排序或去重再截断</b>：如果判定逻辑本身已经按优先级顺序 append，截断只需要切片；一旦额外</li><li><b>&quot;评估等级&quot;和&quot;输出格式&quot;揉在一个大 <code>if part == n</code> 分支里</b>：一旦两者绑死，加新 Part 就得复制整个</li></ul>	Stripe::Loop::电面	stripe-loop ps04 电面
<b>ps05 · Numeronym validation</b><br>这题考的是什么？	读懂一条格式规则并守住它（前导零、大小写、digit ≥ 1），然后在后两个 part 里<b>复用</b>这条规则而不是重写	Stripe::Loop::电面	stripe-loop ps05 电面
<b>ps05 · Numeronym validation</b><br>三步套路？	把 numeronym 抽象成 <code>(首字母, 省略数, 尾字母)</code> → 先用一个正则把 Part 1 跑通 → Part 2 用它做过滤、Part 3 用它做分组	Stripe::Loop::电面	stripe-loop ps05 电面
<b>ps05 · Numeronym validation</b><br>最值得带走的一个模式？	<b>&quot;生成会撞车&quot;的题 = 先按&quot;会撞的 key&quot;分组，再只在组内消歧</b>	Stripe::Loop::电面	stripe-loop ps05 电面
<b>ps05 · Numeronym validation</b><br>一句话建模？	这是一个&quot;<b>按 (首字母, 尾字母, 长度) 分组</b>，组内<b>逐步加长前缀直到互不相同</b>&quot;的分组消歧问题；Part 1/2 只是这个三元组的验证和反查。	Stripe::Loop::电面	stripe-loop ps05 电面
<b>ps05 · Numeronym validation</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>Part 3 从&quot;逐词生成&quot;起步</b>：先算完所有 numeronym 再找重复，会陷入&quot;修哪一个、修到多长&quot;的泥潭。先问&quot;什么条件下会撞&quot;，答案就是分组 key。</li><li><b>三个 part 各写一遍解析</b>：Part 2 写一次 strip/过滤，Part 3 再写一次，然后两处规则不一致（一处去重一处不去重）。解析 helper 第一次就抽出来。</li><li><b>公式散落</b>：<code>w[0] + str(len(w)-2) + w[-1]</code> 在 base、消歧、单元素组三处各写一遍——一个 <code>numeronym_for(word, prefix_len)</code> 统一，改起来才不漏。</li></ul>	Stripe::Loop::电面	stripe-loop ps05 电面
<b>ps06 · Receivables registration</b><br>这题考的是什么？	把&quot;按几个字段分组求和&quot;写成一条清晰的流水线，然后在第二个 part 里<b>只换解析层</b>就吃下&quot;坏行 + 周末顺延&quot;	Stripe::Loop::电面	stripe-loop ps06 电面
<b>ps06 · Receivables registration</b><br>三步套路？	把一行 CSV 抽象成 <code>Row(merchant, card_type, payout_date, cents)</code> → 先用 <code>defaultdict(int)</code> 跑通 Part 1 → Part 2 换一个&quot;带校验的解析函数&quot;，聚合和输出原样复用	Stripe::Loop::电面	stripe-loop ps06 电面
<b>ps06 · Receivables registration</b><br>最值得带走的一个模式？	<b>&quot;归一化要在数据进入 key 之前做&quot;</b>——周六和周一要合成一组，就得在 <code>totals[key] +=</code> 之前把日期改掉	Stripe::Loop::电面	stripe-loop ps06 电面
<b>ps06 · Receivables registration</b><br>一句话建模？	这是一个&quot;<b>按三元组 key 分组累加整数分</b>&quot;的聚合问题，Part 2 在解析层加&quot;校验 + 日期归一化&quot;。	Stripe::Loop::电面	stripe-loop ps06 电面
